DS_ITEM	count
PATELA DE TRIPLA FIXAÇÃO Ø 30 MM REF. 04.16.03.00030	1
PLATO TIBIAL MODULAR III REF. 04.17.02.01009	1
BASE TIBIAL MODULAR III MEDIA PRIMARIA ¿ CRCO REF. 04.14.06.00002	1
Cisto sinovial - tratamento cirúrgico	1
Fratura de tornozelo - tratamento conservador	1
DISPOSITIVO REPARO DE MENISCO AGULHA ANGULADA 15º C/ 4 IMPLANTES - REF: MR004C	1
PARAFUSO CORTICAL AUTO ROSQUEANTE DE BLOQUEIO 3,5 X 16MM - REF: 4994	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 4207/05 ? PLACA 1/3 DE CANA ROSQUEADA 6 FUROS - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
Vídeo-faringo-laringoscopia com endoscópio rígido	1
Sinéquia nasal - ressecção unilateral - qualquer técnica	1
Furúnculo - drenagem (ouvido)	1
Retossigmoidoscopia rígida	1
Colotomia e colorrafia	1
Lesão anal - eletrocauterização	1
Clostridium Difficile Toxigênico, pesquisa DNA, fezes	1
Fístula reto-vaginal e fístula anal em ferradura - tratamento cirúrgico via perineal	1
Ecodopplercardiograma com estresse farmacológico	1
US - Obstétrica gestação múltipla: cada feto	1
Toxoplasmose IgM - pesquisa e/ou dosagem	1
Cantoplastia ungueal	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL - HÍBRIDO - 04.43.19.65020 ? PARAFUSO ACETABULAR BAIXO PERFIL TI Ø 6,5X20 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
TELA ULTRA PRO 15 X 15 IMP. REF: UMM1	1
Reconstrução da mama com prótese e/ou expansor	1
Retirada de prótese de mama - unilateral	1
Hepatite C - genotipagem - pesquisa	1
SONDA PARA ALIMENTACAO ENTERALSONDA PARA GASTROSTOMIA AO NIVEL PELE MIC KEY - 0120-24-2,5 (24 FR / 2,5 CM) - CEI COMÉRCIO EXPORTAÇÃO IMPORTAÇÃO DE MATERIAL MÉDICO LTDA	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL - HÍBRIDO - 04.43.19.65025 ? PARAFUSO ACETABULAR BAIXO PERFIL TI Ø 6,5X25 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
Gastrostomia endoscópica	1
Toxoplasmose IgG - pesquisa e/ou dosagem	1
SISTEMA DE FIXAÇÃO RÍGIDA DE MEMBROS SUPERIORES ? BM - BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL - HÍBRIDO - 04.04.10.32002 ? CABEÇA FEMORAL INTERCAMBIÁVEL Ø 32 MM COLO STANDARD CERÂMICA DELTA - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL - HÍBRIDO - 04.43.19.65030 ? PARAFUSO ACETABULAR BAIXO PERFIL TI Ø 6,5X30 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL ? MD ACETABULAR - 04.13.08.48036 ? INSERTO ACETABULAR MD DELTA Ø 48X36 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
HASTE SEM CIMENTO EM TITANIO - 04.30.96.46016 (PRÓTESE FEMORAL TAPER PS TI) - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
SISTEMA PARA ARTROPLASTIA DE QUADRIL ? MD ACETABULAR - 04.01.26.52037 ? CALOTA MD ACETABULAR TI Ø 52X37 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
PROTESE MAMARIA MOTIVA IMPLANT MATRIX 315CC - REF: RSF-315+Q	1
ELETRODO BIPOLAR DESCARTAVEL REF:4622.1333	1
EVACUADOR DE ELLIK- REF. UNICO	1
CIRCULAR STAPLERS - CDH33B - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
CATETER PARA LIV CORONÁRIA SHOCKWAVE C2 - 3.5 X 12 MM - PASSROD IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS PARA SAÚDE LTDA - ME	1
Esfincteroplastia anal (qualquer técnica)	1
Cirurgia de abaixamento (qualquer técnica)	1
GRAMPEADOR LINEAR TLC55	1
RECARGA PARA GRAMPEADOR CIRURGICO LINEARES - TCR55 - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
MESILATO DE IMATINIBE - 400 MG COM REV CT BL AL AL DESSEC X 30 - SUN FARMACÊUTICA DO BRASIL LTDA	1
ERITROPOIETINA - 4000 UI/ML INJ CT 20 FA VD INC X 1 ML - CHRON EPIGEN INDÚSTRIA E COMÉRCIO LTDA	1
Pesquisa de mutação de alelo específico por PCR	1
Desidrogenase láctica - pesquisa e/ou dosagem	1
Reticulócitos, contagem	1
PAMIDRONATO DISSÓDICO - 90 MG PO LIOF SOL INJ CT 10 FA VD TRANS - EUROFARMA LABORATÓRIOS S.A.	1
REVLIMID - 10 MG CAP DURA CT BL AL PLAS TRANS X 21 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA	1
FORNECIMENTO DE MEDICAMENTO ORAL PARA TRATAMENTO AMBULATORIAL	1
Atendimento ambulatorial em puericultura	1
Anticorpos anti neuronal nuclear 1 e 2 LCR	1
FRESA SHANNON 43 Ø2,2 X 70MM ENCAIXE H REF.PA35.20.22.70.H	1
Osteotomias e/ou pseudartroses - tratamento cirúrgico	1
BROCAS CORTANTES, FRESAS E LAMINAS ESTEREIS REF. 14.5.0131.070E	1
MONITORIZAÇÃO ELETROFISIOLÓGICA DOS NERVOS DO CRANIO (E.N.T COMERCIAL)	1
Fratura de osso do pé - tratamento conservador	1
Fratura de punho - tratamento conservador	1
PARAFUSO NAO CANULADO PARA USO EM GRANDES FRAGMENTOS-CORTICAL -DIAMETRO 4,5MM - 40MM - REF. 102.3.40	1
Enxertos em outras pseudartroses	1
PATELA 03 PINOS DIAM.32 REF 0314300-032	1
Ressecção de tumor benigno	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313010-302 - COMPONENTE FEMORAL EP 3 DIREITO - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
INSERTO ARTICULAR TIBIAL EP 3/4 - 14MM REF 0314110-314	1
SISTEMA PARA ARTROPLASTIA DE JOELHO - ROTAFLEX - 04.15.10.00002 ? COMPONENTE FEMORAL DIREITO Nº 02 - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
PATELA ANATOMICA 27MM - REF: 04.16.04.00027	1
SISTEMA PARA ARTROPLASTIA DE JOELHO - ROTAFLEX - 04.17.08.02009 ? PLATÔ TIBIAL Nº 02 ESPESSURA 09 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
Fratura de osso da mão - tratamento conservador	1
BROCAS CORTANTES, FRESAS E LAMINAS ESTEREIS REF. 14.5.0123.070E	1
HEMOSTATICO CIRURGICO SPONGOSTAN - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
BROCA CORTANTE 1,00X 70,0 ER-01 REF. 14.5.0140.070E	1
Mastoidectomia simples ou radical modificada	1
Neurotelemetria transoperatória do implante coclear unilateral	1
Teste de integridade do implante coclear unilateral	1
Implante coclear (exceto a prótese)	1
RONDO 3	1
SISTEMA DE IMPLANTE COCLEAR SYNCHRONY - MED-EL DO BRASIL ELETROMEDICOS LTDA	1
FRESAS CIRÚRGICAS RAZEK - RAZEK EQUIPAMENTOS LTDA ME	1
PCT - BALANCEAMENTO E MAPEAMENTO DE ELETRODOS DE IMPLANTE COCLEAR - PACOTE HIORP	1
CUTANPLAST - ESPONJA DE GELATINA HEMOSTATICA - MEDICALTEC LTDA	1
Metanefrinas urinárias, dosagem	1
Metanefrinas plasmáticas	1
Microalbuminúria	1
PARAFUSO CANULADO PARA PEQUENOS E GRANDES FRAGMENTOS - 0142030-014 - PARAFUSO CANULADO AUTOCOMPRESSIVO MINI TI 14MM RT - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
PARAFUSO CANULADO 4,5 X 30MM	1
Luva	1
PARAFUSO DE INTERFERÊNCIA DE TITÂNIO 7X25 -REF: 5807-005-025	1
Angiotomografia venosa de membro inferior	1
Exérese de cisto vaginal	1
Teste de absorção de vitamina B12 com cobalto - 57 (teste de Schilling)	1
FIO GUIA PERIFÉRICO ASAHI ? HIDROFÍLICO + SILICONE - SAUDE IMPORT - COMÉRCIO DE PRODUTOS MÉDICOS HOSPITALARES LTDA	1
MICROCATETER- MAMBA E MAMBA FLEX REF. H7493928713560	1
FIOS-GUIA SENTAI FIGHTER - FIGHTER - H749393031902 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
Aterectomia percutânea orientada por RX	1
KYLEENA 19,5 MG	1
COSENTYX - 150 MG PO LIOF SOL INJ CT 1 FA VD TRANS  - NOVARTIS BIOCIENCIAS S.A	1
Dedo em martelo - tratamento cirúrgico	1
ACTEMRA 20 MG/ML SOL DIL INFUS IV X 20 ML	1
Hepatite B - HBCAC - IgG (anti-core IgG ou Acoreg) - pesquisa e/ou dosagem	1
COSENTYX - 150 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1 ML + 1 CAN APLIC - NOVARTIS BIOCIENCIAS S.A	1
ERELZI - 50 MG SOL INJ CT 4 CAN PREENC X 1 ML + SIST APLIC PLAS - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1
Aquaporina 4 (AQP4)	1
TREMFYA - 100 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANÇA X 1 ML - JANSSEN-CILAG FARMACÊUTICA LTDA	1
CATETER URETERAL DUPLO J SOFT REF. ROJS9526STB	1
CANULA DE ACESSO URETERAL BI-FLEX EVO REF. ROUS1035ST	1
ELÉTRODO DE RESSECÇÃO DE ALTA FREQUÊNCIA - OLYMPUS OPTICAL DO BRASIL LTDA	1
TC - Tomossíntese digital mamária	1
DRENO DE SUCÇÃO 3P MEDICAL - 3P MEDICAL LTDA - ME	1
Revisões de artroplastia total - tratamento cirúrgico	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313400-405 - CALÇO FEMORAL DISTAL 4 - 05MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313410-310 - CALÇO TIBIAL PARCIAL PARALELO 3 - 10MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
CIMENTO ACRILICO ESTERIL RADIOPACO COM ANTIBIOTICO GUN G - REF: 880400	1
PINO ALONGADOR FLEX DIAM.13X100MM REF 0312513-100	1
PINO ALONGADOR FLEX DIAM.15X100MM REF 0312515-100	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313030-301 - COMPONENTE FEMORAL REVISÃO 3 ESQUERDO - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313230-300 - COMPONENTE TIBIAL REVISÃO 3 - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314131-314 - INSERTO ARTICULAR TIBIAL CCB 3/4 - 14MM - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
BIOVISC ORTHO - BIOVISC ORTHO PLUS - BIOTECH VISION CARE OFTALMOLOGIA BRASIL LTDA	1
PARAFUSO DE INTERFERENCIA TITANIO ROSCA ROMBA 9 X 30 NCR	1
EQUIPO DE IRRIGAÇÃO GRAVITACIONAL VIA GRAVITY REF. (VM-01-04-01)	1
Fratura do antebraço - tratamento conservador	1
Colpoplastia anterior	1
"Incontinência urinária - ""sling"" vaginal ou abdominal"	1
Sinovectomia de punho - tratamento cirúrgico	1
ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2518KSM - TERUMO MEDICAL DO BRASIL LTDA.	1
Punção transeptal com introdução de cateter multipolar nas camaras esquerdas e/ou veias pulmonares	1
STENT CASPER - STENT PARA ARTÉRIA CARÓTIDA - CPR-0830-143RX - ENDOTEC PRODUTOS MÉDICOS LTDA	1
DISPOSITIVO DE PROTEÇÃO EMBÓLICA SPIDERFX - SPD2-060-320 - AUTO SUTURE DO BRASIL LTDA.	1
Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)	1
PCT - ABLAÇÃO COMPLEXA COM MAPEAMENTO (ESTUDO ELETRO FISIOLÓGICO)	1
STENT DE SILICONE FLEXIVEL PARA MOLDAGEM LARINGEA - LP - VASTTORE IMPORTAÇÃO COMERCIO E DISTRIBUIÇÃO DE MATERIAIS MEDICOS HOSPITALARES LTDA ME	1
BRIDION - 100 MG/ML SOL INJ CT 10 FA VD INC X 2 ML - SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA	1
CÂNULA DE TRAQUEOSTOMIA SEM CUFF COM FENESTRA SHILEY - AUTO SUTURE DO BRASIL LTDA.	1
FIO E PINO PARA SINTESE - BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA	1
PLACA FORMATO ESPECIFICO - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
PARAFUSO PARA USO EM MINI OU MICRO FRAGMENTOS HEXAGON - 11110 (PARAFUSO CORTICAL Ø2.6) - HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA	1
TORGENA - 2000 MG + 500 MG PO SOL INFUS CT FA VD TRANS X 10 - WYETH INDÚSTRIA FARMACÊUTICA LTDA	1
TARGOCID 400 MG FA	1
ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2738KSM - TERUMO MEDICAL DO BRASIL LTDA.	1
CÂNULA DE TRAQUEOSTOMIA AJUSTÁVEL PORTEX COM CUFF - 100/523/090 - SMITHS MEDICAL DO BRASIL PRODUTOS HOSPITALARES LTDA	1
CATETER DE PUNÇAO ARTERIAL FEMURAL PEBAX 4FR X 11CM - REF: 305114	1
Angioplastia de artéria visceral - por vaso	1
GRAMPEADORES CURVOS CONTOUR - GRAMPEADOR CURVO COM CORTE CONTOUR - TECIDO NORMAL 40MM - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
CATETER DRENAGEM MEDIASTINAL NEO-NATAL 200ML - REF: 110529	1
Células, pesquisa de células neoplásicas (citologia oncótica) - pesquisa e/ou dosagem em líquidos orgânicos	1
SISTEMA SIGNUS DE HASTE PROXIMAL DE FÊMUR COM BLOQUEIO - 4830/05 - PARAFUSO DESLIZANTE Ø 11 X 100 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
PARAFUSO PARA FIXAÇÃO LIGAMENTAR - 0042050-825 - PARAFUSO DE INTERFERÊNCIA TI Ø8 X 25 MM PR - LUIZ GUILHERME SARTORI & CIA LTDA EPP	1
FIO PARA CERCLAGEM IOL - 40011000104 FIO PARA CERCLAGEM 1,00 MM - IOL IMPLANTES LTDA	1
FIOS E PINOS RIGIDOS NÃO ABSORVÍVEIS METÁLICOS - MINAS MED - 2.13.25/300-FIO TIPO STEINMANN Ø 2.5 X 300 MM - MINASMED INDÚSTRIA E COMÉRCIO DE FIXADORES ORTOPÉDICOS E IMPLANTES LTDA EPP	1
SUTURA MAXBRAID - 900334: MAXBRAID SUTURA NÃO ABSORVÍVEL, BRANCA/AZUL CO-TRANÇADA, TAMANHO 2, 38'''' - AGULHA HC-5, 1N - EMB. C/ 12 - BIOMET 3I DO BRASIL COMERCIO DE APARELHOS MEDICOS LTDA	1
RM - Base do crânio	1
CATETER ANGIOGRÁFICO CARDIOLÓGICO PERFORMA BRAIDED - 7528-23 - AMPLATZ RIGHT - MERIT MEDICAL COMERCIALIZAÇÃO, DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS HOSPITALARES LTDA	1
KIT INTRODUTOR TOTAL LIFE - TOTAL LIFE COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA-EPP	1
CATETER BALÃO PERIFÉRICO DE ALTA PRESSÃO CRONUS HP - NIPRO MEDICAL CORPORATION PRODUTOS MÉDICOS LTDA	1
"CATETER BALÃO DE PRÉ-DILATAÇÃO PERIFÉRICO PARA FIO-GUIA DE 0.035"" - OCEANUS 35 - 140 CM - COM BALÃO DE 12.0 X 60 MM - VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA"	1
ZYVOX 600 MG/300ML BOLSA	1
MERONEM - 1000 MG PO INJ CT 10 FA VD TRANS - WYETH INDÚSTRIA FARMACÊUTICA LTDA	1
STENT PERIFERICO PALMAZ GENESIS - CARDINAL HEALTH DO BRASIL LTDA.	1
Anticardiolipina - IgG - pesquisa e/ou dosagem	1
CATETER DUPLO LUMEN 7FR X 20CM -REF: CV-17702-E	1
Amputação/desarticulação de pododáctilos (por segmento) - tratamento cirúrgico	1
CLIP DE TITANIO - REF: LT300	1
Eletro-retinografia - monocular	1
Delaminação corneana com fotoablação estromal - LASIK	1
Antitrombina III, dosagem	1
Anticoagulante lúpico, pesquisa	1
FIRST PICC STANDALONE KIT - CM HOSPITALAR S.A.	1
Proteína C - pesquisa e/ou dosagem	1
Quantificação de carga viral HIV-1 (HIV RNA) no líquido cefalorraquidiano (LCR)	1
Herpes vírus humano 1,2 por PCR	1
Herpes vírus zoster, (Varicella) por PCR	1
"Hepatite B - HBeAG (antígeno ""E"") - pesquisa e/ou dosagem"	1
Hepatite B - HBeAC (anti HBE) - pesquisa e/ou dosagem	1
Estrona - pesquisa e/ou dosagem	1
Dosagem de receptor de progesterona ou de estrogênio	1
Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)	1
Enteroscopia (push enteroscopia)	1
PCT - RADIOCIRURGIA (RTC) - NIVEL 3, TRES LESOES E/OU MAIS DE QUATRO ISOCENTROS - POR TRATAMENTO	1
Beta-2-microglobulina - pesquisa e/ou dosagem	1
Gastrina - pesquisa e/ou dosagem	1
Sinovectomia da mão (1 articulação)	1
SYNAGIS - 100 MG/ML SOL INJ CT FA VD INC X 0,5 ML - ASTRAZENECA DO BRASIL LTDA	1
Terapia imunoprofilática com palivizumabe para o vírus sincicial respiratório (por sessão) ? hospitalar	1
Hérnia diafragmática - tratamento cirúrgico (qualquer técnica)	1
Taxa de Unidade Radiofármaco para Tratamento de câncer da tireóide( 400 mCi ) - 40710041	1
ADAPTIC® MALHA NÃO ADERENTE - K.C.I. BRASIL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS PARA A SAÚDE LTDA	1
POWERPICC 3CG MONO LÚMEN - BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.	1
TARGOCID - 133,33 MG/ML PO LIOF INJ CX FA VD TRANS + AMP DIL X 3 ML - SANOFI MEDLEY FARMACÊUTICA LTDA.	1
CURATEC COMPRESSA COM EMULSÃO DE PETROLATUM - L.M. FARMA INDUSTRIA E COMERCIO LTDA	1
Retalho muscular ou miocutâneo	1
"CATETER BALÃO DE PRÉ-DILATAÇÃO PERIFÉRICO PARA FIO-GUIA DE 0.035"" - OCEANUS 35 - 140 CM - COM BALÃO DE 5.0 X 60 MM - VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA"	1
MUSTANG CATETER DE DILATAÇÃO POR BALÃO PARA PTA - H74939171100610 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
REDE POLIMÉRICA SLING INTERLIFT - SLING-IUFA - DR IMPORTAÇÃO, EXPORTAÇÃO E DISTRIBUIÇÃO LTDA	1
CÂNULA DE MICRODEBRIDAÇÃO RAZEK - RAZEK EQUIPAMENTOS LTDA ME	1
Ferimentos infectados e mordidas de animais (desbridamento)	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120350-18 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
SISTEMA FECHADO ASP. TRAQ. TRACH CARE - REF: Z150-12	1
Fecaloma - remoção manual	1
VERSAONE TROCARTE COM LÂMINA - AUTO SUTURE DO BRASIL LTDA.	1
TELA INORGANICA DE POLIPROPILENO ABDOTEX - 7,5X15CM - INDUSTRIAS H. A. BARONE LTDA- ME	1
CÂNULA PARA ARTROSCOPIA RAZEK - 740120000 - CÂNULA 8,5 MM X 70 MM - RAZEK EQUIPAMENTOS LTDA ME	1
COMPRESSAS NEUROCIRÚRGICAS CODMAN REF.801404	1
Epistaxe - cauterização das artérias etmoidais com microscopia - unilateral	1
FRESA P/ MIDAS LEGEND REF. F2/8TA23	1
Reconstrução com retalhos de gálea aponeurótica	1
Craniotomia descompressiva	1
Tratamento cirúrgico do hematoma intracraniano	1
Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular # - procedimento videoartroscópico de punho e túnel do carpo	1
Fratura (incluindo descolamento epifisário) - tratamento cirúrgico	1
Ponte fêmoro poplítea proximal	1
Aneurismas rotos ou trombosados de aorta abdominal acima da artéria renal	1
Fasciotomia - por compartimento	1
Arterioplastia da femoral profunda (profundoplastia)	1
XIENCE ALPINE EVEROLIMUS ELUTING CORONARY STENT - 1120300-15 - ABBOTT LABORATÓRIOS DO BRASIL LTDA	1
CATETER BALÃO PTCA COM LIBERAÇÃO DE PACLITAXEL - 365122 - BIOTRONIK COMERCIAL MÉDICA LTDA.	1
KIT PARA BIÓPSIA OSTEOMED - 200 MM - OSTEOMED INDUSTRIA E COMERCIO DE IMPLANTES LTDA ME	1
SISTEMA DE STENT CORONÁRIO COM ELUIÇÃO DE SIROLIMUS - ORSIRO 3.5/30 - BIOTRONIK COMERCIAL MÉDICA LTDA.	1
PRODUTO PARA CATETERIZAÇÃO VENOSA CENTRAL DE LUMEN DUPLO - REF. CV-17702-E	1
ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD3028KSM - TERUMO MEDICAL DO BRASIL LTDA.	1
Drenagem percutânea orientada por TC (acrescentar o exame de base)	1
Gravidez  ectópica - cirurgia	1
PCT HEMODERIVADOS - PLAQUETAS RANDOMICAS	1
Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades	1
REDE CIRURGICA SEMI-ABSORVIVEL - ULTRAPRO 15 CM X 15 CM - JOHNSON & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA	1
GORE PROPATEN ENXERTOS VASCULARES - H060040 - W.L. GORE & ASSOCIATES DO BRASIL LTDA.	1
Sutura de extensos ferimentos com ou sem desbridamento	1
BLEED STP - 460020000 - DMC IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS LTDA.	1
ZIPWIRE FIO GUIA HIDROFILICO - M00146316B0 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
HASTE CIMENTADA - 04.06.02.00001 / 09.06.02.00001 ? CENTRALIZADOR DISTAL PRÓTESE FEMORAL MÁXIMA ? PMMA - VINCULA INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE IMPLANTES S.A.	1
SISTEMA PULSE DE LAVAGEM - REF: AND-I	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6333 - PARAFUSO CORTICAL AUTO-ROSQUEANTE COM BLOQUEIO Ø 5 MM X 50 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS ESPECIAIS ALCP E PARAFUSOS PARA FIXAÇÃO RÍGIDA - 6329 PARAFUSO CORTICAL AUTO ROSQUEANTE DE BLOQUEIO Ø 4,5 X 42 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6318 - PARAFUSO CORTICAL AUTO-ROSQUEANTE COM BLOQUEIO Ø 5 MM X 20 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
RX - Pielografia ascendente	1
CONJUNTO DE CIMENTAÇÃO POR PRESSURIZAÇÃO - EXXOMED EQUIPAMENTOS LTDA-EPP	1
CABECA INTERCAMBIAVEL DE INOX - 04.04.07.28002 - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
Biópsia de corpo vertebral com agulha	1
ACETABULO BIPOLAR - 04.01.01.28046 / 09.01.01.28046 ? ACETÁBULO BIPOLAR COM TRAVA Ø28X46 MM - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
HASTE CIMENTADA - 04.32.01.00018 / 09.32.01.00018 ? RESTRITOR PARA CIMENTO 18 MM - VINCULA INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE IMPLANTES S.A.	1
HASTE CIMENTADA - 04.30.02.37002 - PRÓTESE FEMORAL MÁXIMA 37,5 MM CONE 12/14 PRIMARIA N° 02 - MDT INDUSTRIA COMERCIO IMPORTAÇÃO E EXPORTAÇÃO DE IMPLANTES SA	1
KIT ADVANTAGE ENCORE - BOSTON SCIENTIFIC DO BRASIL LTDA	1
ZIPWIRE FIO GUIA HIDROFILICO - M00146154B0 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
MUSTANG CATETER DE DILATAÇÃO POR BALÃO PARA PTA - H74939171120810 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6317 ? PARAFUSO CORTICAL AUTO-ROSQUEANTE COM BLOQUEIO Ø 5 MM X 18 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6335 - PARAFUSO CORTICAL AUTO-ROSQUEANTE COM BLOQUEIO Ø 5 MM X 60 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6377/08 - PLACA LARGA BLOQUEADA 16 FUROS - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
SISTEMA DE PLACAS E PARAFUSOS PARA FIXACAO RIGIDA - 6319 - PARAFUSO CORTICAL AUTO-ROSQUEANTE COM BLOQUEIO Ø 5 MM X 22 - ORTOSINTESE INDUSTRIA E COMERCIO LTDA	1
FIO PARA CERCLAGEM IOL - 40011000155 FIO PARA CERCLAGEM 1,50 MM - IOL IMPLANTES LTDA	1
PARAFUSO CORTICAL AUTO ROSQUEANTE DE BLOQUEIO 5,0 X 26	1
EVACUADOR DE BEXIGA UROVAC - 730-125 - BOSTON SCIENTIFIC DO BRASIL LTDA	1
CATETER PARA DRENAGEM BILIAR - E TAMUSSINO E CIA LTDA	1
Enterectomia segmentar por videolaparoscopia	1
